batch,set,region,Site ID,Date,Start Time,End Time,Length,Clip Path,Anth,Bio,Geo,Sil,Auto,Airc,Mach,Flare,Bird,Mam,Bug,Wind,Rain,Water,Truck,Car,Prop,Helo,Jet,Corv,SongB,DGS,Grous,Crane,Loon,SeaB,Owl,Hum,Rapt,Woop,ShorB,Woof,Bear,Mous,Deer,Weas,Meow,Hare,Shrew,Mosq,Fly
1,valid,prudhoe,12,05/20/2019,07:04:00.000000,07:04:10.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_3m_50s__4m_30s_splt-1.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:04:10.000000,07:04:20.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_3m_50s__4m_30s_splt-2.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:04:20.000000,07:04:30.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_3m_50s__4m_30s_splt-3.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:04:40.000000,07:04:50.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_4m_40s__5m_30s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:04:50.000000,07:05:00.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_4m_40s__5m_30s_splt-1.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:05:00.000000,07:05:10.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_4m_40s__5m_30s_splt-2.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:05:10.000000,07:05:20.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_4m_40s__5m_30s_splt-3.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:05:20.000000,07:05:30.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_4m_40s__5m_30s_splt-4.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:06:00.000000,07:06:10.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_6m_0s__7m_0s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:06:10.000000,07:06:20.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_6m_0s__7m_0s_splt-1.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:06:20.000000,07:06:30.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_6m_0s__7m_0s_splt-2.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:06:30.000000,07:06:40.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_6m_0s__7m_0s_splt-3.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:06:40.000000,07:06:50.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_6m_0s__7m_0s_splt-4.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:06:50.000000,07:07:00.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_6m_0s__7m_0s_splt-5.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:07:15.000000,07:07:25.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:07:25.000000,07:07:35.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-1.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:07:35.000000,07:07:45.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-2.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:07:45.000000,07:07:55.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-3.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:07:55.000000,07:08:05.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-4.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:08:05.000000,07:08:15.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-5.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:08:15.000000,07:08:25.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-6.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:08:25.000000,07:08:35.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-7.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:08:35.000000,07:08:45.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-8.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:08:45.000000,07:08:55.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-9.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:08:55.000000,07:09:05.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-10.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:09:05.000000,07:09:15.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-11.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:09:15.000000,07:09:25.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-12.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:09:25.000000,07:09:35.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_7m_15s__9m_40s_splt-13.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:09:35.000000,07:09:40.000000,00:00:05.000000,prudhoe/12/prudhoe_12_S4A10268_20190520_070000_exact_2019-05-20_07-09-35_0m_0s__0m_10s.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:09:50.000000,07:10:00.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:10:00.000000,07:10:10.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-1.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:10:10.000000,07:10:20.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-2.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:10:20.000000,07:10:30.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-3.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:10:30.000000,07:10:40.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-4.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:10:40.000000,07:10:50.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-5.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:10:50.000000,07:11:00.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-6.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:11:00.000000,07:11:10.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-7.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:11:10.000000,07:11:20.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-8.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:11:20.000000,07:11:30.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-9.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:11:30.000000,07:11:40.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-10.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:11:40.000000,07:11:50.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_9m_50s__11m_50s_splt-11.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:12:00.000000,07:12:10.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_12m_0s__12m_25s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:12:10.000000,07:12:20.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_12m_0s__12m_25s_splt-1.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:12:20.000000,07:12:25.000000,00:00:05.000000,prudhoe/12/prudhoe_12_S4A10268_20190520_070000_exact_2019-05-20_07-12-20_0m_0s__0m_10s.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:12:40.000000,07:12:50.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_12m_40s__13m_45s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:12:50.000000,07:13:00.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_12m_40s__13m_45s_splt-1.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:13:00.000000,07:13:10.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_12m_40s__13m_45s_splt-2.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:13:10.000000,07:13:20.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_12m_40s__13m_45s_splt-3.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:13:20.000000,07:13:30.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_12m_40s__13m_45s_splt-4.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:13:30.000000,07:13:40.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_12m_40s__13m_45s_splt-5.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:13:40.000000,07:13:45.000000,00:00:05.000000,prudhoe/12/prudhoe_12_S4A10268_20190520_070000_exact_2019-05-20_07-13-40_0m_0s__0m_10s.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:13:50.000000,07:14:00.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_13m_50s__14m_30s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:14:00.000000,07:14:10.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_13m_50s__14m_30s_splt-1.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:14:10.000000,07:14:20.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_13m_50s__14m_30s_splt-2.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:14:20.000000,07:14:30.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_13m_50s__14m_30s_splt-3.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:15:45.000000,07:15:55.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_15m_45s__16m_10s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:15:55.000000,07:16:05.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_15m_45s__16m_10s_splt-1.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:16:05.000000,07:16:10.000000,00:00:05.000000,prudhoe/12/prudhoe_12_S4A10268_20190520_070000_exact_2019-05-20_07-16-05_0m_0s__0m_10s.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:16:25.000000,07:16:35.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_16m_25s__16m_40s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:16:35.000000,07:16:40.000000,00:00:05.000000,prudhoe/12/prudhoe_12_S4A10268_20190520_070000_exact_2019-05-20_07-16-35_0m_0s__0m_10s.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,valid,prudhoe,12,05/20/2019,07:17:00.000000,07:17:10.000000,00:00:10.000000,prudhoe/12/S4A10268_20190520_070000_17m_0s__17m_10s_splt-0.wav,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
